  @queenbee	NIL647
Walsall	http://dbpedia.org/resource/Walsall
Walt Disney	http://dbpedia.org/resource/Walt_Disney
Waltham	http://dbpedia.org/resource/Waltham_Abbey_Church
Waltham Abbey	http://dbpedia.org/resource/Waltham_Abbey_(town)
Walton	http://dbpedia.org/resource/Walton-on-Thames
Walton High School	http://dbpedia.org/resource/Walton_High_School_(Stafford)
Walton, Milton Keynes	http://dbpedia.org/resource/Walton,_Milton_Keynes
Walworth	http://dbpedia.org/resource/Walworth
Wambach	http://dbpedia.org/resource/Abby_Wambach
Wanna Be Startin' Somethin	NIL10012
Wappenbury	http://dbpedia.org/resource/Wappenbury
Warlords	http://dbpedia.org/resource/The_Warlords
Warnock	http://dbpedia.org/resource/Neil_Warnock
Warrant	http://dbpedia.org/resource/Warrant_(American_band)
Warren	http://dbpedia.org/resource/Warren_Jeffs
Warren Jeffs	http://dbpedia.org/resource/Warren_Jeffs
Warren_Jordan	NIL245
Warwickshire	http://dbpedia.org/resource/Warwickshire
Washington	http://dbpedia.org/resource/Federal_government_of_the_United_States
Washington	http://dbpedia.org/resource/Washington,_D.C.
Washington DC	http://dbpedia.org/resource/Washington,_D.C.
WashingtonBlade	NIL315
Water_Eaton_AFC	NIL105
Watford	http://dbpedia.org/resource/Watford
Wathamstow	http://dbpedia.org/resource/Walthamstow
Watson	http://dbpedia.org/resource/Tom_Watson_(golfer)
Wayne	http://dbpedia.org/resource/Lil_Wayne
Wayne Gretzky	http://dbpedia.org/resource/Wayne_Gretzky
WayneElson84	NIL784
Wazin	http://dbpedia.org/resource/Wazzin
WeNurses	NIL1057
Wealdstone	http://dbpedia.org/resource/Wealdstone_F.C.
WeatherWatchNZ	NIL1056
Web 2	http://dbpedia.org/resource/Web_2.0
Webbers	http://dbpedia.org/resource/Mark_Webber
Webbie	http://dbpedia.org/resource/Webbie
Welbeck	http://dbpedia.org/resource/Danny_Welbeck
Wellington City	http://dbpedia.org/resource/Wellington
Wembley	http://dbpedia.org/resource/Wembley
Wendi	http://dbpedia.org/resource/Wendi_Deng_Murdoch
Wenger	http://dbpedia.org/resource/Arsène_Wenger
Wes Brown	http://dbpedia.org/resource/Wes_Brown
Wesley Sneijder	http://dbpedia.org/resource/Wesley_Sneijder
West Brom	http://dbpedia.org/resource/West_Bromwich_Albion_F.C.
West Bromwich	http://dbpedia.org/resource/West_Bromwich
West Croydon	http://dbpedia.org/resource/West_Croydon_station
West Ham	http://dbpedia.org/resource/West_Ham_United_F.C
West Midlands	http://dbpedia.org/resource/West_Midlands_(region)
West Papua	http://dbpedia.org/resource/West_Papua_(region)
West Ryde	http://dbpedia.org/resource/West_Ryde,_New_South_Wales
West Thurrock	http://dbpedia.org/resource/West_Thurrock
WestEndRedbacks	http://dbpedia.org/resource/South_Australia_cricket_team
WestGate	http://dbpedia.org/resource/Westgate_shopping_mall_attack
WestagateMall	http://dbpedia.org/resource/Westgate_shopping_mall
Westage	http://dbpedia.org/resource/Westgate_shopping_mall_attack
Western	http://dbpedia.org/resource/California_Western_School_of_Law
Westfield	http://dbpedia.org/resource/Westfield_London
Westgate	http://dbpedia.org/resource/Westgate_shopping_mall_attack
Westgate Shopping Mall	http://dbpedia.org/resource/Westgate_shopping_mall
Westgate mall	http://dbpedia.org/resource/Westgate_shopping_mall
Westgate shopping centre	http://dbpedia.org/resource/Westgate_shopping_mall
Westgate shopping mall	http://dbpedia.org/resource/Westgate_shopping_mall
Westgate shopping mall attack	http://dbpedia.org/resource/Westgate_shopping_mall_attack
WestgateAttack	http://dbpedia.org/resource/Westgate_shopping_mall_attack
WestgateMall	http://dbpedia.org/resource/Westgate_shopping_mall
Wetherspoons	http://dbpedia.org/resource/J_D_Wetherspoon
WhatsApp	http://dbpedia.org/resource/WhatsApp
White	http://dbpedia.org/resource/Chicago_White_Sox
White House	http://dbpedia.org/resource/White_House
White House and congressional leaders	http://dbpedia.org/resource/White_House_Deputy_Chief_of_Staff
White Sox	http://dbpedia.org/resource/Chicago_White_Sox
WhiteSox	http://dbpedia.org/resource/Chicago_White_Sox
Whitehall	http://dbpedia.org/resource/Whitehall
WhlteAndBIack	NIL264
WhoSFX	NIL1059
Whouffaldi_	NIL786
Widemouth Bay	http://dbpedia.org/resource/Widemouth_Bay
Wigan	http://dbpedia.org/resource/Wigan_Athletic_F.C.
Wii U	http://dbpedia.org/resource/Wii_U
WikiLeaks	http://dbpedia.org/resource/WikiLeaks
Wilbraham	http://dbpedia.org/resource/Wilbraham,_Massachusetts
Will	http://dbpedia.org/resource/Prince_William,_Duke_of_Cambridge
Will	http://dbpedia.org/resource/Will_Sheehey
Will Smith	http://dbpedia.org/resource/Will_Smith
WillAGoodsell	NIL1061
WillHillBet	http://dbpedia.org/resource/William_Hill_(bookmaker)
WillStevens_	http://dbpedia.org/resource/Will_Stevens
Willen lake	http://dbpedia.org/resource/Willen
William Hill	http://dbpedia.org/resource/William_Hill_(bookmaker)
Williams	http://dbpedia.org/resource/Williams_Grand_Prix_Engineering
WilliamsMartini	http://dbpedia.org/resource/Williams_Grand_Prix_Engineering
WilliamsRacing	http://dbpedia.org/resource/Williams_Grand_Prix_Engineering
Willow	http://dbpedia.org/resource/Willow_Rosenberg
WillsB40	NIL265
WillsB40	NIL787
Wilson	NIL266
Wilson	NIL788
Wimbledon	http://dbpedia.org/resource/The_Championships,_Wimbledon
Wimbledon	http://dbpedia.org/resource/Wimbledon,_London
Winbourne Road	NIL69
Windows 8	http://dbpedia.org/resource/Windows_8
Windows Azure	http://dbpedia.org/resource/Microsoft_Azure
Windows Phone 7.5	http://dbpedia.org/resource/Windows_Phone_7
Windows server	http://dbpedia.org/resource/Windows_Server
Winehouse	http://dbpedia.org/resource/Amy_Winehouse
Winklevoss twins	http://dbpedia.org/resource/Winklevoss_twins
Winnepeg, Canada	http://dbpedia.org/resource/Winnipeg
Winnie the Pooh	http://dbpedia.org/resource/Winnie-the-Pooh
Winnipeg Jets	http://dbpedia.org/resource/Winnipeg_Jets
Winslow	http://dbpedia.org/resource/Winslow,_Buckinghamshire
Winter of Discontent	http://dbpedia.org/resource/Winter_of_Discontent
Wisconsin	http://dbpedia.org/resource/Wisconsin
WoW	http://dbpedia.org/resource/World_of_Warcraft
Wolff	http://dbpedia.org/resource/Josh_Wolff
Wolff	http://dbpedia.org/resource/Susie_Wolff
Wolverhampton	http://dbpedia.org/resource/Wolverhampton
Wolverinesclaws	NIL789
Wolverton	http://dbpedia.org/resource/Wolverton
Women's World Cup	NIL10004
Women's World Cup	NIL10009
Womens World Cup	NIL10009
WonderWorldMK	NIL1062
WonderWorldMK	NIL34
Wood Green	http://dbpedia.org/resource/Wood_Green
Woodgreen	http://dbpedia.org/resource/Woodgreen
Woods	http://dbpedia.org/resource/Tiger_Woods
Woody	http://dbpedia.org/resource/Sheriff_Woody
Woolwich	http://dbpedia.org/resource/Woolwich
Worcester	http://dbpedia.org/resource/Worcester
Worcester	http://dbpedia.org/resource/Worcester_Sharks
World Cup	NIL10009
World Cup	http://dbpedia.org/resource/FIFA_World_Cup
World Cyclo Cross	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Championships
World Intellectual Property Organization	http://dbpedia.org/resource/World_Intellectual_Property_Organization
World Ocean Day	http://dbpedia.org/resource/World_Oceans_Day
World Trade Center	http://dbpedia.org/resource/World_Trade_Center
World Wide Web	http://dbpedia.org/resource/World_Wide_Web
World of Warc	http://dbpedia.org/resource/World_of_Warcraft
WorldCup	http://dbpedia.org/resource/World_Cup
WorldCupFinal	NIL10009
WorldTriLondon	NIL106
Woughton On The Green	http://dbpedia.org/resource/Old_Woughton
WoughtonCC	NIL107
WoughtonCC	NIL59
WrestleRumors	NIL1065
Wrestle_React	NIL1064
WrestlinGifs	NIL60
Wretch32	http://dbpedia.org/resource/Wretch_32
Wyatt Earp	http://dbpedia.org/resource/Wyatt_Earp
Wycombe	http://dbpedia.org/resource/High_Wycombe
X Factor	http://dbpedia.org/resource/The_X_Factor_(UK_TV_series)
X factor	http://dbpedia.org/resource/The_X_Factor_(UK_TV_series)
XF	http://dbpedia.org/resource/The_X_Factor
XFACTOR	http://dbpedia.org/resource/The_X_Factor
XFactor2014	http://dbpedia.org/resource/The_X_Factor_(UK_series_11)
XSTROLOGY	NIL318
XXL	http://dbpedia.org/resource/XXL_(magazine)
Xbox	http://dbpedia.org/resource/Xbox
Xbox 360	http://dbpedia.org/resource/Xbox_360
Xbox One	http://dbpedia.org/resource/Xbox_One
XboxSupport	NIL1067
Xcode	http://dbpedia.org/resource/Xcode
Xian Lim	http://dbpedia.org/resource/Xian_Lim
XianLimm	http://dbpedia.org/resource/Xian_Lim
Xinhua	http://dbpedia.org/resource/Xinhua_News_Agency
Xmas	http://dbpedia.org/resource/Christmas
XscapeMk	http://dbpedia.org/resource/Xscape_(building)
YaboySkeete	NIL249
Yahoo	http://dbpedia.org/resource/Yahoo!
Yahoo! News	http://dbpedia.org/resource/Yahoo!_News
YahooNews	http://dbpedia.org/resource/Yahoo!_News
YahooSports	http://dbpedia.org/resource/Yahoo!_Sports
Yankee Stadium	http://dbpedia.org/resource/Yankee_Stadium_(1923)
Yankees	http://dbpedia.org/resource/New_York_Yankees
Yardi Systems	http://dbpedia.org/resource/Yardi_Systems
Ye Olde Swan	NIL108
Yemen	http://dbpedia.org/resource/Yemen
Yeovil	http://dbpedia.org/resource/Yeovil
YodelOnline	http://dbpedia.org/resource/Yodel_(company)
Yoichi Yokozawa	NIL250
York	http://dbpedia.org/resource/York
You tube	http://dbpedia.org/resource/YouTube
YouAreMyArsenal	NIL1069
YouTube	http://dbpedia.org/resource/YouTube
YourAnonNews	NIL1070
YourAnonNews	NIL319
Youtube	http://dbpedia.org/resource/YouTube
Yuri	http://dbpedia.org/resource/Kwon_Yuri
YvonneOkwara	NIL793
Z100 radio	http://dbpedia.org/resource/WHTZ
ZE Member Center	NIL48
ZacParker3	NIL794
Zachary Walters	http://dbpedia.org/resource/Washington_Nationals_minor_league_players
Zack Snyder	http://dbpedia.org/resource/Zack_Snyder
Zaheer	http://dbpedia.org/resource/Zaheer_Khan
Zamboanga City	http://dbpedia.org/resource/Zamboanga_City
Zarif	http://dbpedia.org/resource/Mohammad_Javad_Zarif
ZeGooner	NIL269
ZeGooner	NIL796
Zhu-Zhu pet	http://dbpedia.org/resource/Zhu_Zhu_Pets
Zimmerman	http://dbpedia.org/resource/Ryan_Zimmerman
Zippy__87	NIL270
Zliten	http://dbpedia.org/resource/Zliten
ZoBaby2332	NIL252
ZodiacFacts	NIL320
Zoe	NIL4
ZoeTheBall	NIL4
Zulfiqar Cheema	NIL797
Zumba	http://dbpedia.org/resource/Zumba
_1steffan	NIL118
_AnimalAdvocate	http://dbpedia.org/resource/Animal_rights_movement
_Bfree	NIL50
_BoysWho	NIL51
_DAGYE	NIL121
_GrumpyYid	NIL122
_MLR_	NIL125
_RainbowKush	NIL52
__RhysMGray	NIL119
__RhysMGray	NIL64
_chloepalmerr	NIL120
_herakay	NIL123
_itsyusuf	NIL124
_jadegeoghegan	NIL65
_riarose	NIL126
_shxnnontate	NIL66
_youhadonejob	NIL805
a_net_news	NIL254
abc13houston	NIL806
abpnewstv	http://dbpedia.org/resource/ABP_News
abs_inthefairy	NIL67
absolutepunk	http://dbpedia.org/resource/AbsolutePunk
accessforbidden	NIL132
adam swiridow	NIL53
adamboultonSKY	http://dbpedia.org/resource/Adam_Boulton
adamlambert	http://dbpedia.org/resource/Adam_Lambert
adiepf	NIL71
afc	http://dbpedia.org/resource/Arsenal_F.C.
afghan	http://dbpedia.org/resource/Afghanistan
aguero	http://dbpedia.org/resource/Sergio_Agüero
ajam	http://dbpedia.org/resource/Al_Jazeera_America
ajamlive	NIL813
ajaymaken	http://dbpedia.org/resource/Ajay_Maken
al-Assad	http://dbpedia.org/resource/Bashar_al-Assad
al-Qaeda	http://dbpedia.org/resource/Al-Qaeda
al-Shabab	http://dbpedia.org/resource/Al-Shabaab_(militant_group)
alan_hall	NIL139
alanbrady29	NIL13
alansroberts	NIL73
alaughfor140	NIL55
alex_makel	NIL144
alexandramusic	http://dbpedia.org/resource/Alexandra_Burke
alexashero	NIL59
alexia	NIL60
alexkuster3	NIL148
alexmorgan13	http://dbpedia.org/resource/Alex_Morgan
alexpaton123	NIL76
aliLADiere	NIL152
alltimewins	NIL259
america	http://dbpedia.org/resource/United_States
amnesty	http://dbpedia.org/resource/Amnesty_International
amy whinehouse	http://dbpedia.org/resource/Amy_Winehouse
amy winehouse	http://dbpedia.org/resource/Amy_Winehouse
amy_doylex	NIL156
amywinehouse	http://dbpedia.org/resource/Amy_Winehouse
anLi	NIL918
analysis215	NIL61
and You and I	http://dbpedia.org/resource/And_You_and_I
andersoncooper	http://dbpedia.org/resource/Anderson_Cooper
andyfrater0497	NIL79
angeliquedamon	NIL163
angelocampione	NIL80
animal_uk	NIL71
anjalikxmar	NIL164
annakalugin	NIL165
annalise56	NIL166
anonymouSabu	http://dbpedia.org/resource/Hector_Xavier_Monsegur
anonymous	http://dbpedia.org/resource/Anonymous_(group)
anthonyfjoshua	http://dbpedia.org/resource/Anthony_Joshua
antisec	http://dbpedia.org/resource/Antisec_Movement
apartheid SA	http://dbpedia.org/resource/Apartheid
apple	http://dbpedia.org/resource/Apple_Inc.
apprentice	http://dbpedia.org/resource/The_Apprentice_(UK_TV_series)
apprenticefinal	http://dbpedia.org/resource/The_Apprentice_(UK_TV_series)
araragii_	NIL171
arena football	http://dbpedia.org/resource/Arena_football
arriva_mk	NIL82
arsenal	http://dbpedia.org/resource/Arsenal_F.C
arsenal	http://dbpedia.org/resource/Arsenal_F.C.
arsene	http://dbpedia.org/resource/Arsène_Wenger
arusbridger	http://dbpedia.org/resource/Alan_Rusbridger
asda	http://dbpedia.org/resource/Asda
atp	http://dbpedia.org/resource/Association_of_Tennis_Professionals
attwood10	NIL85
aungeliquefox5	NIL181
aurabogado	NIL86
austin360	http://dbpedia.org/resource/Austin_American-Statesman
aymankkhlifat	NIL66
bacotan_remaja	NIL67
bailey1985	NIL186
baileymac02	NIL187
ballinamusicfes	NIL9
barcastuff	NIL262
barcastuff	NIL822
bartra	http://dbpedia.org/resource/Marc_Bartra
bayern	http://dbpedia.org/resource/FC_Bayern_Munich
bbc	http://dbpedia.org/resource/BBC
bbc5live	http://dbpedia.org/resource/BBC_Radio_5_Live
bbcapprentice	http://dbpedia.org/resource/The_Apprentice_(UK_TV_series)
bbcmtd	NIL827
bbcsml	http://dbpedia.org/resource/Sunday_Morning_Live_(BBC)
bbcsnooker	NIL830
bbcwm	http://dbpedia.org/resource/BBC_WM
bbcworldservice	http://dbpedia.org/resource/BBC_World_Service
be without you	http://dbpedia.org/resource/Be_Without_You
beachboygirl	NIL89
belgrave_e	NIL193
ben_rumsby	NIL194
bendunn24	NIL92
benfica	http://dbpedia.org/resource/S.L._Benfica
betnews	NIL265
bg524	http://dbpedia.org/resource/Billy_Gilman
bigfinish	http://dbpedia.org/resource/Big_Finish_Productions
billiebutler	NIL94
billy	http://dbpedia.org/resource/Billy_Gilman
billy gilman	http://dbpedia.org/resource/Billy_Gilman
bim390	NIL202
birch_the	NIL842
birminghamriots	http://dbpedia.org/resource/2011_England_riots
bitcoin	http://dbpedia.org/resource/Bitcoin
black Friday	http://dbpedia.org/resource/Black_Friday_(shopping)
black friday	http://dbpedia.org/resource/Black_Friday_(shopping)
blackfriday	http://dbpedia.org/resource/Black_Friday_(shopping)
blumuk	NIL73
bond market	http://dbpedia.org/resource/Bond_market
boogiecousins	http://dbpedia.org/resource/DeMarcus_Cousins
book of the dead	http://dbpedia.org/resource/Book_of_the_Dead
borowitzreport	http://dbpedia.org/resource/Andy_Borowitz
bostonpolice	http://dbpedia.org/resource/Boston_Police_Department
bottleshop_mark	NIL208
bow wow	http://dbpedia.org/resource/Bow_Wow_(rapper)
bowwow	http://dbpedia.org/resource/Bow_Wow_(rapper)
boxing	http://dbpedia.org/resource/Boxing
bri_1985	NIL213
brianstelter	http://dbpedia.org/resource/Brian_Stelter
bristol	http://dbpedia.org/resource/Bristol
british people	http://dbpedia.org/resource/British_people
brittttanysays	NIL76
brixton	http://dbpedia.org/resource/Brixton
brmb	http://dbpedia.org/resource/Free_Radio_Birmingham
brookefearnleyx	NIL214
bruunainacio	NIL77
btp_uk	http://dbpedia.org/resource/British_Transport_Police
bttowerlondon	http://dbpedia.org/resource/BT_Tower
bullingdon	http://dbpedia.org/resource/Bullingdon_Club
bvergara	NIL218
bynickdavies	http://dbpedia.org/resource/Nick_Davies
cab driver	NIL98
caitflanders	NIL79
calfune	NIL74
call of duty ; black ops	http://dbpedia.org/resource/Call_of_Duty:_Black_Ops
cambosis	NIL224
cambosis	NIL99
camra	NIL7
cancer	http://dbpedia.org/resource/Cancer
cancer	http://dbpedia.org/resource/Cancer_(astrology)
captain planet	http://dbpedia.org/resource/Captain_Planet_and_the_Planeteers
cardiffriots	http://dbpedia.org/resource/2011_England_riots
carmageddon	http://dbpedia.org/resource/Carmageddon
carmiraymundo	NIL230
cavender123	NIL234
cbfowler	http://dbpedia.org/resource/Chris_Fowler
cbsboston	http://dbpedia.org/resource/WBZ-TV
cctvnewsafrica	NIL851
cesdrilon	NIL84
channel5_tv	http://dbpedia.org/resource/Channel_5_(UK)
charicemayleen	NIL236
charlespgarcia	http://dbpedia.org/resource/Charles_García
charleston	http://dbpedia.org/resource/Charleston,_South_Carolina
charliem3ndoza	NIL242
chaz_lou	NIL100
chelseafc	http://dbpedia.org/resource/Chelsea_F.C.
cheryl	http://dbpedia.org/resource/Cheryl_Cole
chimichangaukGood	NIL244
china	http://dbpedia.org/resource/China
chloe_anne111	NIL88
chob66	NIL246
chris	http://dbpedia.org/resource/Chris_Brown
chris brown	http://dbpedia.org/resource/Chris_Brown
chris_kammy	http://dbpedia.org/resource/Chris_Kamara
chrisbharrison	http://dbpedia.org/resource/Chris_Harrison
chrisbrown	http://dbpedia.org/resource/Chris_Brown
chriscolfer	http://dbpedia.org/resource/Chris_Colfer
christinaperri	http://dbpedia.org/resource/Christina_Perri
christmas	http://dbpedia.org/resource/Christmas
christopher wallace	http://dbpedia.org/resource/The_Notorious_B.I.G.
cjor1172	NIL251
clapham junction	http://dbpedia.org/resource/Clapham_Junction_railway_station
cnbc	http://dbpedia.org/resource/CNBC
cnn	http://dbpedia.org/resource/CNN
cnnbrk	NIL270
cnnbrk	NIL858
cocaine	http://dbpedia.org/resource/Cocaine
colchestercookschool	NIL39
colin_fleming	http://dbpedia.org/resource/Colin_Fleming
comedy gold	http://dbpedia.org/resource/Comedy_Gold_(TV_channel)
confessions of a shopaholic	http://dbpedia.org/resource/Confessions_of_a_Shopaholic_(film)
corrrey_	NIL258
coxchat	NIL861
craigallington	NIL262
craufurdarmsmk	NIL22
cravecompany	NIL29
cricket	http://dbpedia.org/resource/Cricket
crookedbilletMK	NIL862
curryspcworld	http://dbpedia.org/resource/PC_World_(retailer)
cwilli89	NIL92
cx	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Championships
cxbeaver	NIL107
cxbeaver	NIL265
cxhelen	http://dbpedia.org/resource/Helen_Wyman
cxmiltonkeynes	NIL12
cxworldcup	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Cup
cxworlds	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Championships
cxwp	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Cup
cycling	http://dbpedia.org/resource/Cycling
cyclo cross	http://dbpedia.org/resource/Cyclo-cross
cyclo cross	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Championships
cyclocross	http://dbpedia.org/resource/Cyclo-cross
cyclocross	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Championships
cyclocross world cup	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Cup
cyclocrossworldcup	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Cup
d @OfficialMa	http://dbpedia.org/resource/Mark_Owen
dailymirror	http://dbpedia.org/resource/Daily_Mirror
danabrahmsen	NIL269
dangeroussummer	http://dbpedia.org/resource/The_Dangerous_Summer_(band)
daniellejonas	NIL93
danropes1	NIL274
darLasauLer	NIL276
darrenrovell	http://dbpedia.org/resource/Darren_Rovell
darwin	NIL278
dat_dopegurl	NIL865
dave	NIL280
davebirkett	NIL282
davelee1968	NIL283
davidaxelrod	http://dbpedia.org/resource/David_Axelrod
davidcameron	http://dbpedia.org/resource/David_Cameron
davidcoates47	NIL286
davidwh1tee	NIL280
dayton	http://dbpedia.org/resource/Dayton,_Ohio
dcottle	NIL96
dcumoviepage	NIL292
ddlovato	http://dbpedia.org/resource/Demi_Lovato
deanhemming	NIL293
denisebrown148	NIL294
denisleary	http://dbpedia.org/resource/Denis_Leary
denofgeek	NIL867
deray	NIL296
dermalogica	http://dbpedia.org/resource/Dermalogica
desertislanddiscs	http://dbpedia.org/resource/Desert_Island_Discs
detikcom	NIL41
detikcom	NIL869
detiktravel	NIL870
devil	http://dbpedia.org/resource/Devil
devon	http://dbpedia.org/resource/Devon
devykins	NIL97
dgjones	NIL297
dh2	http://dbpedia.org/resource/Harry_Potter_and_the_Deathly_Hallows_–_Part_2
dhedemonica	NIL98
diana_limuco	NIL99
diddy	http://dbpedia.org/resource/Sean_Combs
diptychal	NIL100
direklauren	NIL101
disneywords	NIL277
djbeard1	NIL112
djbender	NIL103
djrichieelbourn	NIL298
djwebby_69	NIL300
dojo	http://dbpedia.org/resource/Dojo
dondonfrancesco	NIL301
donnajoan2410	NIL113
doogleq	NIL114
dopenaijamusic	NIL873
dossantos	http://dbpedia.org/resource/Giovani_dos_Santos
double_canister	NIL115
double_canister	NIL304
dougmorton	NIL106
dpowell248	NIL305
dr_sam_pari	NIL306
drakkerdnoir	NIL109
drewmagary	http://dbpedia.org/resource/Drew_Magary
drinkaware	NIL279
duncs197916	NIL116
e @Clea	NIL102
eBay	http://dbpedia.org/resource/EBay
east China	http://dbpedia.org/resource/East_China
ebertchicago	http://dbpedia.org/resource/Roger_Ebert
ebled24	http://dbpedia.org/resource/Eric_Bledsoe
edgbaston	http://dbpedia.org/resource/Edgbaston
edsheeran	http://dbpedia.org/resource/Ed_Sheeran
edshow	http://dbpedia.org/resource/The_Ed_Schultz_Show
ehuetteman	NIL310
el periodico	http://dbpedia.org/resource/El_Periódico_de_Catalunya
elliecocozza_	NIL313
emiliesobel	NIL115
emilyyy87	NIL314
emmagazine	NIL874
emmalicious69	NIL116
enews	http://dbpedia.org/resource/E!_News
enfield	http://dbpedia.org/resource/London_Borough_of_Enfield
engadge	NIL280
england	http://dbpedia.org/resource/England_national_football_team
epilepsy	http://dbpedia.org/resource/Epilepsy
essex	http://dbpedia.org/resource/Essex
eubank	http://dbpedia.org/resource/Chris_Eubank
euro zone	http://dbpedia.org/resource/Eurozone
euronews	http://dbpedia.org/resource/Euronews
evepers	NIL320
examinercom	http://dbpedia.org/resource/Examiner.com
eyedubya	NIL321
ezechinedu	NIL119
f1	http://dbpedia.org/resource/Formula_One
f_francavilla	http://dbpedia.org/resource/Francesco_Francavilla
facebook	http://dbpedia.org/resource/Facebook
fanfic	http://dbpedia.org/resource/Fan_fiction
farahchaudhry	NIL324
fcb	http://dbpedia.org/resource/FC_Barcelona
fcblive	NIL881
federal government	http://dbpedia.org/resource/Federal_government_of_the_United_States
felicity_journo	NIL325
femtobrewster	NIL327
filch	NIL1
finansakrobat	NIL122
fl511_central	NIL884
foldflops	NIL283
foodinmk	NIL886
football	http://dbpedia.org/resource/Football
football_league	http://dbpedia.org/resource/The_Football_League
foppishdrunk	NIL331
foreignoffice	http://dbpedia.org/resource/Foreign_and_Commonwealth_Office
formula 1	http://dbpedia.org/resource/Formula_One
frankiespooner1	NIL333
frazermccoll	NIL123
frazermccoll	NIL334
french	http://dbpedia.org/resource/French_people
froot loops	http://dbpedia.org/resource/Froot_Loops
futurama	http://dbpedia.org/resource/Futurama
g t	NIL489
g4tv	http://dbpedia.org/resource/G4_(TV_channel)
gaconthegc	NIL893
gaddafi	http://dbpedia.org/resource/Muammar_Gaddafi
gafferpom	NIL894
gandy_gooner	NIL126
gary	NIL341
garymoore821	NIL342
garythegooner56	NIL343
gazatwita	NIL128
gbbf	http://dbpedia.org/resource/Great_British_Beer_Festival
gemcolclough	NIL348
gemini	http://dbpedia.org/resource/Gemini_(astrology)
gemmastorey	NIL129
gemmastorey	NIL349
genichiko	NIL124
george	NIL350
georgina fearn	NIL352
gervinho	http://dbpedia.org/resource/Gervinho
getsurrey	NIL895
ghoulinaa	NIL131
gigaom	http://dbpedia.org/resource/GigaOM
gilescoren	http://dbpedia.org/resource/Giles_Coren
glenarden	http://dbpedia.org/resource/Glenarden,_Maryland
gmpolice	http://dbpedia.org/resource/Greater_Manchester_Police
goatchimp2	NIL354
golf	http://dbpedia.org/resource/Golf
gonorrhea	http://dbpedia.org/resource/Gonorrhea
good life	http://dbpedia.org/resource/The_Good_Life_(band)
google	http://dbpedia.org/resource/Google
google plus	http://dbpedia.org/resource/Google+
google+	http://dbpedia.org/resource/Google+
gooner1947	NIL136
gooner1947	NIL355
goonerdave66	NIL357
goonergang	NIL138
government	http://dbpedia.org/resource/Government_of_the_United_Kingdom
govph	http://dbpedia.org/resource/Official_Gazette_(Philippines)
gp_sunrise	NIL900
greenygreen96	NIL140
greenygreen96	NIL360
gta	http://dbpedia.org/resource/Grand_Theft_Auto_(video_game)
guardian	http://dbpedia.org/resource/The_Guardian
gunners	http://dbpedia.org/resource/Arsenal_F.C.
guyaitkins1	NIL365
h0tlikepayne	NIL366
haaretzcom	NIL905
habitatuk	http://dbpedia.org/resource/Habitat_(retailer)
hackgate	http://dbpedia.org/resource/News_International_phone_hacking_scandal
hacking	http://dbpedia.org/resource/News_International_phone_hacking_scandal
hacking scandal	http://dbpedia.org/resource/News_International_phone_hacking_scandal
hackinggate	http://dbpedia.org/resource/News_International_phone_hacking_scandal
hadeelalsayegh	NIL367
hannah662	NIL369
hannah_maex	NIL370
harimaumalaya	http://dbpedia.org/resource/Malaysia_national_football_team
harlequins	http://dbpedia.org/resource/Harlequin_F.C.
harrietpurnellx	NIL142
harrietpurnellx	NIL374
harry potter	http://dbpedia.org/resource/Harry_Potter
haywardmusic	http://dbpedia.org/resource/Justin_Hayward
hazelrosemary	NIL378
heWIZARD	NIL908
henrywinter	http://dbpedia.org/resource/Henry_Winter
hermione	http://dbpedia.org/resource/Hermione_Granger
heroin	http://dbpedia.org/resource/Heroin
herpes	http://dbpedia.org/resource/Herpes_simplex
heyvanityuk	NIL384
high school musical	http://dbpedia.org/resource/High_School_Musical
hiltonholloway	NIL386
himalayas	http://dbpedia.org/resource/Himalayas
hishamwyne	NIL129
hockey	http://dbpedia.org/resource/Ice_hockey
holly_lily	NIL388
hollyoaks	http://dbpedia.org/resource/Hollyoaks
holrichards	NIL390
homer	http://dbpedia.org/resource/Homer_Simpson
hottubtimemachine	http://dbpedia.org/resource/Hot_Tub_Time_Machine
howden_africa	NIL911
hpm3_h	NIL145
hrithik	http://dbpedia.org/resource/Hrithik_Roshan
http://CNNMoney.com	http://dbpedia.org/resource/CNNMoney
http://www.DMVFollowers.com/	NIL287
hubvelo	NIL729
hulk	http://dbpedia.org/resource/Hulk_(footballer)
hunnifive	NIL130
i O	http://dbpedia.org/resource/GGV_Capital
i-tunes	http://dbpedia.org/resource/ITunes
iAMBStaxx	NIL131
iFixit	http://dbpedia.org/resource/IFixit
iH8TvvitterHoes	NIL917
iMac	http://dbpedia.org/resource/IMac
iOS	http://dbpedia.org/resource/IOS
iPad	http://dbpedia.org/resource/IPad
iPhone	http://dbpedia.org/resource/IPhone
iPhone 4S	http://dbpedia.org/resource/IPhone_4S
iPhone 5	http://dbpedia.org/resource/IPhone_5
